station_id,longitude,latitude,utc_time,temperature,pressure,humidity,wind_direction,wind_speed,weather,PM2.5,PM10,NO2,CO,O3,SO2
tongzhou,116.75666666666666,39.8475,2017-01-30 16:00:00,-3.0,1030.1,16,205.0,1.8,Sunny/clear,71.0,86.26315789473684,32.0,1.1,57.0,16.0
tongzhou,116.75666666666666,39.8475,2017-01-30 17:00:00,-3.4,1029.8,18,181.0,1.5,Haze,72.0,85.89473684210526,23.0,1.1,66.0,19.0
tongzhou,116.75666666666666,39.8475,2017-01-30 18:00:00,-4.8,1029.5,21,174.0,1.1,Haze,83.0,85.52631578947368,25.0,1.2,62.0,25.0
tongzhou,116.75666666666666,39.8475,2017-01-30 19:00:00,-5.1,1029.0,22,176.0,1.2,Haze,95.0,85.15789473684211,25.0,1.1,58.0,28.0
tongzhou,116.75666666666666,39.8475,2017-01-30 20:00:00,-5.0,1027.8,25,159.0,1.3,Haze,98.0,84.78947368421052,32.0,1.2,48.0,29.0
tongzhou,116.75666666666666,39.8475,2017-01-30 21:00:00,-5.3,1027.5,25,194.0,0.8,Haze,106.0,84.42105263157895,34.0,1.4,38.0,28.0
tongzhou,116.75666666666666,39.8475,2017-01-30 22:00:00,-5.6,1026.9,26,192.0,0.6,Haze,117.0,84.05263157894737,37.0,1.5,36.0,32.0
tongzhou,116.75666666666666,39.8475,2017-01-30 23:00:00,-6.1,1027.0,29,205.0,0.8,Haze,118.0,83.6842105263158,42.0,1.6,28.0,32.0
tongzhou,116.75666666666666,39.8475,2017-01-31 00:00:00,-6.0,1027.1,32,184.0,1.8,Haze,122.0,83.3157894736842,48.0,1.7,22.0,36.0
tongzhou,116.75666666666666,39.8475,2017-01-31 01:00:00,-3.9,1027.1,27,242.0,0.7,Haze,134.0,82.94736842105263,50.0,1.9,22.0,39.0
tongzhou,116.75666666666666,39.8475,2017-01-31 02:00:00,-1.1,1027.0,20,251.0,2.0,Haze,139.0,82.57894736842105,55.0,2.1,26.0,45.0
tongzhou,116.75666666666666,39.8475,2017-01-31 03:00:00,0.6,1026.9,17,259.0,2.0,Haze,143.0,82.21052631578948,63.0,2.1,32.0,48.0
tongzhou,116.75666666666666,39.8475,2017-01-31 04:00:00,2.1,1025.9,14,234.0,2.2,Haze,115.0,81.84210526315789,59.0,1.7,43.0,41.0
tongzhou,116.75666666666666,39.8475,2017-01-31 05:00:00,3.1,1024.7,13,241.0,2.1,Haze,93.0,81.47368421052632,51.0,1.4,52.0,36.0
tongzhou,116.75666666666666,39.8475,2017-01-31 06:00:00,3.9,1023.8,12,252.0,2.1,Sunny/clear,90.0,81.10526315789474,52.0,1.3,57.0,34.0
tongzhou,116.75666666666666,39.8475,2017-01-31 07:00:00,5.0,1023.3,11,245.0,2.1,Sunny/clear,79.0,80.73684210526316,45.0,1.1,64.0,29.0
